#VALUE!,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory usage [GB],Memory capacity provisioned [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s],Label,Memory usage [KB],,,
1377483168,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.7333333333,0,1.0666666667,0,0,,,1
1377484068,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377484968,4,11703.99824,70.22398944,0.6,0.1342176,67108864,0,0.3333333333,0,1,0,134217.6,,,1
1377485868,4,11703.99824,58.5199912,0.5,0,67108864,0,1,0,0.9333333333,0,0,,,1
1377486768,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377487668,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6,0,1,0,0,,,1
1377488569,4,11703.99824,64.37199032,0.55,0,67108864,0,1,0,1.0666666667,0,0,,,1
1377489469,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377490368,4,11703.99824,64.37199032,0.55,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377491268,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377492168,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377493068,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377493968,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377494869,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377495769,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377496669,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377497569,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377498469,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377499369,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377500269,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6,0,1,0,0,,,1
1377501169,4,11703.99824,74.1253221867,0.6333333333,0.0894784,67108864,0,0.9333333333,0,1,0,89478.4,,,1
1377502070,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,1.7333333333,0,1.0666666667,0,0,,,1
1377502970,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377503870,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,0.9333333333,0,0,,,1
1377504770,4,11703.99824,83.8786540533,0.7166666667,0.0447392,67108864,0,3.6666666667,0,1,0,44739.2,,,1
1377505670,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377506570,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377507470,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377508370,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,1,0,1.0666666667,0,0,,,1
1377509270,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.8,0,1,0,0,,,1
1377510170,4,11703.99824,70.22398944,0.6,0.0447392,67108864,0,0.6666666667,0,1,0,44739.2,,,1
1377511071,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377511971,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377512871,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377513771,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377514671,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377515571,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.8666666667,0,1,0,0,,,1
1377516471,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377517371,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377518271,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377519172,4,11703.99824,62.4213239467,0.5333333333,0.1342176,67108864,0,0.6666666667,0,1,0,134217.6,,,1
1377520072,4,11703.99824,58.5199912,0.5,0.1342176,67108864,0,0.4666666667,0,1,0,134217.6,,,1
1377520972,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6,0,1,0,0,,,1
1377521872,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.9333333333,0,1,0,0,,,1
1377522771,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6,0,1,0,0,,,1
1377523671,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377524571,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6,0,1,0,0,,,1
1377525471,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6,0,1,0,0,,,1
1377526371,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377527271,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6,0,1,0,0,,,1
1377528171,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,1.4666666667,0,1.1333333333,0,0,,,1
1377529072,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377529972,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,1.1333333333,0,1,0,0,,,1
1377530872,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377532072,4,11703.99824,58.5199912,0.5,0,67108864,0,0.6,0,1,0,0,,,1
1377532972,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377533872,4,11703.99824,70.22398944,0.6,0,67108864,0,0.8,0,1,0,0,,,1
1377534772,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377535672,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6,0,1,0,0,,,1
1377536572,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377537472,4,11703.99824,64.37199032,0.55,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377538372,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377539272,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377540173,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,1.2,0.0666666667,1.0666666667,0,0,,,1
1377541073,4,11703.99824,81.92798768,0.7,0,67108864,0,0.6,0,1,0,0,,,1
1377541973,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377542873,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377543773,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.6,0,1,0,0,,,1
1377544673,4,11703.99824,76.07598856,0.65,0,67108864,0,0.6,0,1,0,0,,,1
1377545573,4,11703.99824,78.0266549333,0.6666666667,0.0894784,67108864,0,1,0,1,0,89478.4,,,1
1377546473,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.9333333333,0,1.0666666667,0,0,,,1
1377547373,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.6,0,1,0,0,,,1
1377548273,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6,0,1,0,0,,,1
1377549173,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6,0,0.9333333333,0,0,,,1
1377550074,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.6,0,1,0,0,,,1
1377550974,4,11703.99824,81.92798768,0.7,0,67108864,0,0.6,0,1,0,0,,,1
1377551874,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377552774,4,11703.99824,66.3226566933,0.5666666667,0.2684352,67108864,0,0.5333333333,0,0.9333333333,0,268435.2,,,1
1377553674,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,1.0666666667,0,1.0666666667,0,0,,,1
1377554574,4,11703.99824,150.2013107467,1.2833333333,0.5816096,67108864,131.3333333333,22,0,1.4666666667,1,581609.6,,,1
1377555474,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377556374,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0.0666666667,1.0666666667,0,1,0,0,,,1
1377557274,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6,0,1,0,0,,,1
1377558174,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,0.9333333333,0,0,,,1
1377559074,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6,0,1,0,0,,,1
1377559974,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0.0666666667,0.7333333333,0,1,0,0,,,1
1377560874,4,11703.99824,68.2733230667,0.5833333333,0.1342176,67108864,0,0.6,0,1,0,134217.6,,,1
1377561774,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377562674,4,11703.99824,66.8799899429,0.5714285714,0,67108864,0,0.7142857143,0,1,0,0,,,1
1377563574,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,1.0666666667,0,1,0,0,,,1
1377564474,4,11703.99824,87.7799868,0.75,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377565374,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377566274,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377567175,4,11703.99824,58.5199912,0.5,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377568075,4,11703.99824,62.6999905714,0.5357142857,0,67108864,0,0.5,0,1,0,0,,,1
1377568975,4,11703.99824,58.5199912,0.5,0.1438045714,67108864,0,0.5714285714,0,1,0,143804.571428571,,,1
1377569875,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377570775,4,11703.99824,70.22398944,0.6,0.223696,67108864,0,0.5333333333,0,1,0,223696,,,1
1377571675,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377572575,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,1.1333333333,0.0666666667,1.0666666667,0,0,,,1
1377573475,4,11703.99824,71.0599893143,0.6071428571,0,67108864,0,0.5,0,1,0,0,,,1
1377574376,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377575276,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377576176,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377577076,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377577976,4,11703.99824,75.2399886857,0.6428571429,0,67108864,0,0.5714285714,0,1,0,0,,,1
1377578876,4,11703.99824,77.3299883714,0.6607142857,0,67108864,0,0.5,0,1,0,0,,,1
1377579776,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377580676,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377581576,4,11703.99824,81.5099877429,0.6964285714,0,67108864,0,0.5,0,1,0,0,,,1
1377582476,4,11703.99824,76.07598856,0.65,0,67108864,0,0.6,0,1,0,0,,,1
1377583377,4,11703.99824,70.22398944,0.6,0,67108864,0,1.4,0,1,0,0,,,1
1377584277,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377585177,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377586077,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377586977,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377587877,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377588776,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377589676,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377590577,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377591477,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377592377,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.4666666667,0,1,0,0,,,1
1377593277,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377594177,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6,0,1,0,0,,,1
1377595077,4,11703.99824,64.37199032,0.55,0,67108864,0,0.4,0,1,0,0,,,1
1377595977,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377596877,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.4666666667,0,1,0,0,,,1
1377597777,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377598677,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377599577,4,11703.99824,62.4213239467,0.5333333333,0.2684352,67108864,0,0.3333333333,0,1,0,268435.2,,,1
1377600477,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377601377,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.4,0,1,0,0,,,1
1377602278,4,11703.99824,58.5199912,0.5,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377603178,4,11703.99824,60.4706575733,0.5166666667,1.2526976,67108864,0,6.4,0,1.1333333333,0,1252697.6,,,1
1377604078,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377604978,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377605878,4,11703.99824,64.37199032,0.55,0,67108864,0,0.4,0,1,0,0,,,1
1377606778,4,11703.99824,64.37199032,0.55,0,67108864,0,0.4666666667,0,1,0,0,,,1
1377607678,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.4666666667,0,1,0,0,,,1
1377608578,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377609478,4,11703.99824,70.22398944,0.6,0.1342176,67108864,0,0.3333333333,0,1,0,134217.6,,,1
1377610378,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377611278,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.4666666667,0,1,0,0,,,1
1377612178,4,11703.99824,76.07598856,0.65,0,67108864,0,0.9333333333,0,1,0,0,,,1
1377613078,4,11703.99824,93.63198592,0.8,0,67108864,0,3.8666666667,0,1,0,0,,,1
1377613978,4,11703.99824,76.07598856,0.65,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377614879,4,11703.99824,76.07598856,0.65,0,67108864,0,1.3333333333,0,1,0,0,,,1
1377615779,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377616679,4,11703.99824,72.1746558133,0.6166666667,0.1342176,67108864,0,0.4,0,1,0,134217.6,,,1
1377617579,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.4666666667,0,1,0,0,,,1
1377618479,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377619379,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377620279,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377621179,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377622079,4,11703.99824,76.07598856,0.65,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377622979,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,1,0.0666666667,1.0666666667,0,0,,,1
1377623879,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377624779,4,11703.99824,76.07598856,0.65,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377625679,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,0.9333333333,0,0,,,1
1377626579,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377627479,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377628379,4,11703.99824,76.07598856,0.65,0.4921312,67108864,0,1.2,0,1,0,492131.2,,,1
1377629279,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377630180,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377631080,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.7333333333,0,1,0,0,,,1
1377631980,4,11703.99824,79.9773213067,0.6833333333,0.5368704,67108864,0,0.8,0,1,0,536870.4,,,1
1377632880,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377633780,4,11703.99824,70.22398944,0.6,0,67108864,0,0.4666666667,0,1,0,0,,,1
1377634680,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,1.0666666667,0,1.0666666667,0,0,,,1
1377635580,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377636480,4,11703.99824,58.5199912,0.5,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377637380,4,11703.99824,64.37199032,0.55,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377638280,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377639181,4,11703.99824,79.9773213067,0.6833333333,0.3579136,67108864,0,0.4,0,1,0,357913.6,,,1
1377640081,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377640981,4,11703.99824,81.92798768,0.7,0,67108864,0,1.7333333333,0,1,0,0,,,1
1377641881,4,11703.99824,70.22398944,0.6,0,67108864,0,2.0666666667,0,1,0,0,,,1
1377642781,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,0.7333333333,0,1,0,0,,,1
1377643681,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6,0,1,0,0,,,1
1377644581,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377645481,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377646381,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377647281,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377648181,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377649081,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377649982,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,0.8666666667,0,1,0,0,,,1
1377650882,4,11703.99824,64.37199032,0.55,0,67108864,0,0.3333333333,0,1,0,0,,,1
1377651782,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.8,0,1,0,0,,,1
1377652682,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.4666666667,0,1,0,0,,,1
1377653582,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377654482,4,11703.99824,70.22398944,0.6,0,67108864,0,14.3333333333,0,1,0,0,,,1
1377655382,4,11703.99824,79.9773213067,0.6833333333,0.2684352,67108864,0,0.6666666667,0,1,0,268435.2,,,1
1377656282,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377657182,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377658082,4,11703.99824,70.22398944,0.6,0,67108864,32.6666666667,4.6,0,1,0,0,,,1
1377658982,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377659882,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377660782,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377661682,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377662582,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.9333333333,0.0666666667,1.0666666667,0,0,,,1
1377663482,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,0.9333333333,0,0,,,1
1377664383,4,11703.99824,85.8293204267,0.7333333333,0,67108864,0,1.3333333333,0,1.0666666667,0,0,,,1
1377665283,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377666183,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377667083,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6,0,0.9333333333,0,0,,,1
1377667983,4,11703.99824,58.5199912,0.5,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377668883,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,1,0,1.0666666667,0,0,,,1
1377669783,4,11703.99824,64.37199032,0.55,0,67108864,0,0.9333333333,0,1,0,0,,,1
1377670683,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377671583,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377672483,4,11703.99824,76.07598856,0.65,0,67108864,0,0.8,0,0.9333333333,0,0,,,1
1377673383,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377674283,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377675183,4,11703.99824,64.37199032,0.55,0,67108864,0,1.1333333333,0,1.0666666667,0,0,,,1
1377676083,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377676984,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6,0,1,0,0,,,1
1377677884,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6,0,1,0,0,,,1
1377678784,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377679684,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.6,0,1,0,0,,,1
1377680584,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.6,0,1,0,0,,,1
1377681484,4,11703.99824,70.22398944,0.6,0.1342176,67108864,0,0.6,0,0.9333333333,0,134217.6,,,1
1377682384,4,11703.99824,76.07598856,0.65,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377683284,4,11703.99824,76.07598856,0.65,0,67108864,0,0.6,0,1,0,0,,,1
1377684484,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6,0,1,0,0,,,1
1377685384,4,11703.99824,76.07598856,0.65,0,67108864,0,0.4,0,1,0,0,,,1
1377686284,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377687184,4,11703.99824,62.4213239467,0.5333333333,0.3131744,67108864,0,0.6666666667,0,1,0,313174.4,,,1
1377688084,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6,0,1,0,0,,,1
1377688984,4,11703.99824,81.92798768,0.7,0,67108864,0,0.7333333333,0,1,0,0,,,1
1377689884,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377690784,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6,0,1,0,0,,,1
1377691684,4,11703.99824,70.22398944,0.6,0,67108864,0,0.6,0,1,0,0,,,1
1377692584,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,0.6,0,1,0,0,,,1
1377693484,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377694384,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377695284,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377696184,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6,0,1,0,0,,,1
1377697085,4,11703.99824,64.37199032,0.55,0,67108864,0,0.6,0,1,0,0,,,1
1377697985,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377698885,4,11703.99824,78.0266549333,0.6666666667,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377699785,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,1,0,1,0,0,,,1
1377700685,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377701585,4,11703.99824,83.8786540533,0.7166666667,0,67108864,0,14.8,0,1,0,0,,,1
1377702485,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377703385,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377704285,4,11703.99824,68.2733230667,0.5833333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377705185,4,11703.99824,134.59597976,1.15,2.0580032,67108864,0,6.7333333333,0,1,1,2058003.2,,,1
1377706085,4,11703.99824,72.1746558133,0.6166666667,0.223696,67108864,0,0.7333333333,0,1,0,223696,,,1
1377706986,4,11703.99824,72.1746558133,0.6166666667,0,67108864,0,0.5333333333,0,1.1333333333,0,0,,,1
1377707886,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377708786,4,11703.99824,70.22398944,0.6,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377709686,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377710586,4,11703.99824,74.1253221867,0.6333333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377711486,4,11703.99824,66.3226566933,0.5666666667,0.2684352,67108864,0,0.6,0,1,0,268435.2,,,1
1377712386,4,11703.99824,66.3226566933,0.5666666667,0,67108864,0,0.6,0,0.9333333333,0,0,,,1
1377713286,4,11703.99824,79.9773213067,0.6833333333,0,67108864,0,0.6666666667,0,1,0,0,,,1
1377714186,4,11703.99824,64.37199032,0.55,0,67108864,0,1,0,1.0666666667,0,0,,,1
1377715086,4,11703.99824,58.5199912,0.5,0.3579136,67108864,0,0.5333333333,0,1,0,357913.6,,,1
1377715987,4,11703.99824,62.4213239467,0.5333333333,0,67108864,0,0.5333333333,0,1,0,0,,,1
1377716887,4,11703.99824,60.4706575733,0.5166666667,0,67108864,0,0.5333333333,0,1,0,0,,,1
